Número interno de finca MOVE;Región/ Zona o cooperativa;Técnico a cargo;Nombre productor;Municipio;Departamento
9790;XXXX;YYY;DFGN;XXX;XX
9791;XXXX;KKK;SNBGS;XXX;XX
9792;XXXX;ÑÑÑ;XXX;XXX;XX
9793;XXXX;PPP;FADFBA;XXX;XX
9794;XXXX;QQQ;FDSBSDF;XXX;XX
9795;XXXX;XXX;DFGN;XXX;XX
9796;XXXX;YYY;SNBGS;XXX;XX
9797;XXXX;KKK;XXX;XXX;XX
9798;XXXX;ÑÑÑ;FADFBA;XXX;XX
9799;XXXX;PPP;FDSBSDF;XXX;XX
9800;XXXX;QQQ;DFGN;XXX;XX
9803;XXXX;XXX;SNBGS;XXX;XX
9804;XXXX;YYY;XXX;XXX;XX
9805;XXXX;KKK;FADFBA;XXX;XX
9806;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
9807;XXXX;PPP;DFGN;XXX;XX
9808;XXXX;QQQ;SNBGS;XXX;XX
9809;XXXX;XXX;XXX;XXX;XX
9810;XXXX;YYY;FADFBA;XXX;XX
9812;XXXX;KKK;FDSBSDF;XXX;XX
9813;XXXX;ÑÑÑ;DFGN;XXX;XX
9815;XXXX;PPP;SNBGS;XXX;XX
9816;XXXX;QQQ;XXX;XXX;XX
9817;XXXX;XXX;FADFBA;XXX;XX
9818;XXXX;YYY;FDSBSDF;XXX;XX
9819;XXXX;KKK;DFGN;XXX;XX
9820;XXXX;ÑÑÑ;SNBGS;XXX;XX
9822;XXXX;PPP;XXX;XXX;XX
9823;XXXX;QQQ;FADFBA;XXX;XX
9824;XXXX;XXX;FDSBSDF;XXX;XX
9825;XXXX;YYY;DFGN;XXX;XX
9826;XXXX;KKK;SNBGS;XXX;XX
9829;XXXX;ÑÑÑ;XXX;XXX;XX
9830;XXXX;PPP;FADFBA;XXX;XX
9831;XXXX;QQQ;FDSBSDF;XXX;XX
9832;XXXX;XXX;DFGN;XXX;XX
9833;XXXX;YYY;SNBGS;XXX;XX
9834;XXXX;KKK;XXX;XXX;XX
9835;XXXX;ÑÑÑ;FADFBA;XXX;XX
9836;XXXX;PPP;FDSBSDF;XXX;XX
9837;XXXX;QQQ;DFGN;XXX;XX
9838;XXXX;XXX;SNBGS;XXX;XX
9839;XXXX;YYY;XXX;XXX;XX
9840;XXXX;KKK;FADFBA;XXX;XX
9842;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
9843;XXXX;PPP;DFGN;XXX;XX
9844;XXXX;QQQ;SNBGS;XXX;XX
9845;XXXX;XXX;XXX;XXX;XX
9846;XXXX;YYY;FADFBA;XXX;XX
9847;XXXX;KKK;FDSBSDF;XXX;XX
9849;XXXX;ÑÑÑ;DFGN;XXX;XX
9850;XXXX;PPP;SNBGS;XXX;XX
9852;XXXX;QQQ;XXX;XXX;XX
9854;XXXX;XXX;FADFBA;XXX;XX
9855;XXXX;YYY;FDSBSDF;XXX;XX
9856;XXXX;KKK;DFGN;XXX;XX
9857;XXXX;ÑÑÑ;SNBGS;XXX;XX
9859;XXXX;PPP;XXX;XXX;XX
9860;XXXX;QQQ;FADFBA;XXX;XX
9862;XXXX;XXX;FDSBSDF;XXX;XX
9863;XXXX;YYY;DFGN;XXX;XX
9864;XXXX;KKK;SNBGS;XXX;XX
9865;XXXX;ÑÑÑ;XXX;XXX;XX
9866;XXXX;PPP;FADFBA;XXX;XX
9867;XXXX;QQQ;FDSBSDF;XXX;XX
9868;XXXX;XXX;DFGN;XXX;XX
9869;XXXX;YYY;SNBGS;XXX;XX
9871;XXXX;KKK;XXX;XXX;XX
9872;XXXX;ÑÑÑ;FADFBA;XXX;XX
9873;XXXX;PPP;FDSBSDF;XXX;XX
9875;XXXX;QQQ;DFGN;XXX;XX
9876;XXXX;XXX;SNBGS;XXX;XX
9877;XXXX;YYY;XXX;XXX;XX
9878;XXXX;KKK;FADFBA;XXX;XX
9880;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
9881;XXXX;PPP;DFGN;XXX;XX
9882;XXXX;QQQ;SNBGS;XXX;XX
9883;XXXX;XXX;XXX;XXX;XX
9884;XXXX;YYY;FADFBA;XXX;XX
9885;XXXX;KKK;FDSBSDF;XXX;XX
9886;XXXX;ÑÑÑ;DFGN;XXX;XX
9887;XXXX;PPP;SNBGS;XXX;XX
9888;XXXX;QQQ;XXX;XXX;XX
9889;XXXX;XXX;FADFBA;XXX;XX
9890;XXXX;YYY;FDSBSDF;XXX;XX
9891;XXXX;KKK;DFGN;XXX;XX
9892;XXXX;ÑÑÑ;SNBGS;XXX;XX
9893;XXXX;PPP;XXX;XXX;XX
9894;XXXX;QQQ;FADFBA;XXX;XX
9896;XXXX;XXX;FDSBSDF;XXX;XX
9897;XXXX;YYY;DFGN;XXX;XX
9898;XXXX;KKK;SNBGS;XXX;XX
9899;XXXX;ÑÑÑ;XXX;XXX;XX
9900;XXXX;PPP;FADFBA;XXX;XX
9902;XXXX;QQQ;FDSBSDF;XXX;XX
9904;XXXX;XXX;DFGN;XXX;XX
9905;XXXX;YYY;SNBGS;XXX;XX
9906;XXXX;KKK;XXX;XXX;XX
9908;XXXX;ÑÑÑ;FADFBA;XXX;XX
9909;XXXX;PPP;FDSBSDF;XXX;XX
9910;XXXX;QQQ;DFGN;XXX;XX
9912;XXXX;XXX;SNBGS;XXX;XX
9913;XXXX;YYY;XXX;XXX;XX
9914;XXXX;KKK;FADFBA;XXX;XX
9915;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
9916;XXXX;PPP;DFGN;XXX;XX
9917;XXXX;QQQ;SNBGS;XXX;XX
9918;XXXX;XXX;XXX;XXX;XX
9919;XXXX;YYY;FADFBA;XXX;XX
9923;XXXX;KKK;FDSBSDF;XXX;XX
9924;XXXX;ÑÑÑ;DFGN;XXX;XX
9925;XXXX;PPP;SNBGS;XXX;XX
9927;XXXX;QQQ;XXX;XXX;XX
9928;XXXX;XXX;FADFBA;XXX;XX
9929;XXXX;YYY;FDSBSDF;XXX;XX
9930;XXXX;KKK;DFGN;XXX;XX
9931;XXXX;ÑÑÑ;SNBGS;XXX;XX
9932;XXXX;PPP;XXX;XXX;XX
9933;XXXX;QQQ;FADFBA;XXX;XX
9934;XXXX;XXX;FDSBSDF;XXX;XX
9937;XXXX;YYY;DFGN;XXX;XX
9938;XXXX;KKK;SNBGS;XXX;XX
9939;XXXX;ÑÑÑ;XXX;XXX;XX
9940;XXXX;PPP;FADFBA;XXX;XX
9941;XXXX;QQQ;FDSBSDF;XXX;XX
9942;XXXX;XXX;DFGN;XXX;XX
9943;XXXX;YYY;SNBGS;XXX;XX
9944;XXXX;KKK;XXX;XXX;XX
9945;XXXX;ÑÑÑ;FADFBA;XXX;XX
9946;XXXX;PPP;FDSBSDF;XXX;XX
9948;XXXX;QQQ;DFGN;XXX;XX
9950;XXXX;XXX;SNBGS;XXX;XX
9952;XXXX;YYY;XXX;XXX;XX
9953;XXXX;KKK;FADFBA;XXX;XX
9954;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
9955;XXXX;PPP;DFGN;XXX;XX
9956;XXXX;QQQ;SNBGS;XXX;XX
9958;XXXX;XXX;XXX;XXX;XX
9959;XXXX;YYY;FADFBA;XXX;XX
9960;XXXX;KKK;FDSBSDF;XXX;XX
9962;XXXX;ÑÑÑ;DFGN;XXX;XX
9963;XXXX;PPP;SNBGS;XXX;XX
9964;XXXX;QQQ;XXX;XXX;XX
9965;XXXX;XXX;FADFBA;XXX;XX
9967;XXXX;YYY;FDSBSDF;XXX;XX
9968;XXXX;KKK;DFGN;XXX;XX
9969;XXXX;ÑÑÑ;SNBGS;XXX;XX
9970;XXXX;PPP;XXX;XXX;XX
9971;XXXX;QQQ;FADFBA;XXX;XX
9973;XXXX;XXX;FDSBSDF;XXX;XX
9974;XXXX;YYY;DFGN;XXX;XX
9976;XXXX;KKK;SNBGS;XXX;XX
9977;XXXX;ÑÑÑ;XXX;XXX;XX
9978;XXXX;PPP;FADFBA;XXX;XX
9979;XXXX;QQQ;FDSBSDF;XXX;XX
9980;XXXX;XXX;DFGN;XXX;XX
9981;XXXX;YYY;SNBGS;XXX;XX
9982;XXXX;KKK;XXX;XXX;XX
9983;XXXX;ÑÑÑ;FADFBA;XXX;XX
9984;XXXX;PPP;FDSBSDF;XXX;XX
9985;XXXX;QQQ;DFGN;XXX;XX
9986;XXXX;XXX;SNBGS;XXX;XX
9987;XXXX;YYY;XXX;XXX;XX
9988;XXXX;KKK;FADFBA;XXX;XX
9989;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
9991;XXXX;PPP;DFGN;XXX;XX
9992;XXXX;QQQ;SNBGS;XXX;XX
9993;XXXX;XXX;XXX;XXX;XX
9994;XXXX;YYY;FADFBA;XXX;XX
9995;XXXX;KKK;FDSBSDF;XXX;XX
9996;XXXX;ÑÑÑ;DFGN;XXX;XX
9998;XXXX;PPP;SNBGS;XXX;XX
9999;XXXX;QQQ;XXX;XXX;XX
10000;XXXX;XXX;FADFBA;XXX;XX
10001;XXXX;YYY;FDSBSDF;XXX;XX
10002;XXXX;KKK;DFGN;XXX;XX
10003;XXXX;ÑÑÑ;SNBGS;XXX;XX
10004;XXXX;PPP;XXX;XXX;XX
10005;XXXX;QQQ;FADFBA;XXX;XX
10006;XXXX;XXX;FDSBSDF;XXX;XX
10007;XXXX;YYY;DFGN;XXX;XX
10008;XXXX;KKK;SNBGS;XXX;XX
10009;XXXX;ÑÑÑ;XXX;XXX;XX
10010;XXXX;PPP;FADFBA;XXX;XX
10011;XXXX;QQQ;FDSBSDF;XXX;XX
10012;XXXX;XXX;DFGN;XXX;XX
10013;XXXX;YYY;SNBGS;XXX;XX
10014;XXXX;KKK;XXX;XXX;XX
10015;XXXX;ÑÑÑ;FADFBA;XXX;XX
10016;XXXX;PPP;FDSBSDF;XXX;XX
10017;XXXX;QQQ;DFGN;XXX;XX
10019;XXXX;XXX;SNBGS;XXX;XX
10020;XXXX;YYY;XXX;XXX;XX
10021;XXXX;KKK;FADFBA;XXX;XX
10022;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10023;XXXX;PPP;DFGN;XXX;XX
10024;XXXX;QQQ;SNBGS;XXX;XX
10025;XXXX;XXX;XXX;XXX;XX
10026;XXXX;YYY;FADFBA;XXX;XX
10027;XXXX;KKK;FDSBSDF;XXX;XX
10028;XXXX;ÑÑÑ;DFGN;XXX;XX
10029;XXXX;PPP;SNBGS;XXX;XX
10031;XXXX;QQQ;XXX;XXX;XX
10032;XXXX;XXX;FADFBA;XXX;XX
10033;XXXX;YYY;FDSBSDF;XXX;XX
10034;XXXX;KKK;DFGN;XXX;XX
10037;XXXX;ÑÑÑ;SNBGS;XXX;XX
10038;XXXX;PPP;XXX;XXX;XX
10039;XXXX;QQQ;FADFBA;XXX;XX
10040;XXXX;XXX;FDSBSDF;XXX;XX
10041;XXXX;YYY;DFGN;XXX;XX
10042;XXXX;KKK;SNBGS;XXX;XX
10043;XXXX;ÑÑÑ;XXX;XXX;XX
10044;XXXX;PPP;FADFBA;XXX;XX
10045;XXXX;QQQ;FDSBSDF;XXX;XX
10046;XXXX;XXX;DFGN;XXX;XX
10048;XXXX;YYY;SNBGS;XXX;XX
10049;XXXX;KKK;XXX;XXX;XX
10050;XXXX;ÑÑÑ;FADFBA;XXX;XX
10051;XXXX;PPP;FDSBSDF;XXX;XX
10052;XXXX;QQQ;DFGN;XXX;XX
10053;XXXX;XXX;SNBGS;XXX;XX
10054;XXXX;YYY;XXX;XXX;XX
10055;XXXX;KKK;FADFBA;XXX;XX
10056;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10058;XXXX;PPP;DFGN;XXX;XX
10059;XXXX;QQQ;SNBGS;XXX;XX
10060;XXXX;XXX;XXX;XXX;XX
10061;XXXX;YYY;FADFBA;XXX;XX
10062;XXXX;KKK;FDSBSDF;XXX;XX
10063;XXXX;ÑÑÑ;DFGN;XXX;XX
10064;XXXX;PPP;SNBGS;XXX;XX
10065;XXXX;QQQ;XXX;XXX;XX
10066;XXXX;XXX;FADFBA;XXX;XX
10067;XXXX;YYY;FDSBSDF;XXX;XX
10068;XXXX;KKK;DFGN;XXX;XX
10069;XXXX;ÑÑÑ;SNBGS;XXX;XX
10070;XXXX;PPP;XXX;XXX;XX
10072;XXXX;QQQ;FADFBA;XXX;XX
10073;XXXX;XXX;FDSBSDF;XXX;XX
10074;XXXX;YYY;DFGN;XXX;XX
10075;XXXX;KKK;SNBGS;XXX;XX
10076;XXXX;ÑÑÑ;XXX;XXX;XX
10077;XXXX;PPP;FADFBA;XXX;XX
10078;XXXX;QQQ;FDSBSDF;XXX;XX
10080;XXXX;XXX;DFGN;XXX;XX
10081;XXXX;YYY;SNBGS;XXX;XX
10082;XXXX;KKK;XXX;XXX;XX
10083;XXXX;ÑÑÑ;FADFBA;XXX;XX
10084;XXXX;PPP;FDSBSDF;XXX;XX
10085;XXXX;QQQ;DFGN;XXX;XX
10087;XXXX;XXX;SNBGS;XXX;XX
10088;XXXX;YYY;XXX;XXX;XX
10089;XXXX;KKK;FADFBA;XXX;XX
10090;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10091;XXXX;PPP;DFGN;XXX;XX
10092;XXXX;QQQ;SNBGS;XXX;XX
10093;XXXX;XXX;XXX;XXX;XX
10094;XXXX;YYY;FADFBA;XXX;XX
10095;XXXX;KKK;FDSBSDF;XXX;XX
10096;XXXX;ÑÑÑ;DFGN;XXX;XX
10097;XXXX;PPP;SNBGS;XXX;XX
10098;XXXX;QQQ;XXX;XXX;XX
10099;XXXX;XXX;FADFBA;XXX;XX
10100;XXXX;YYY;FDSBSDF;XXX;XX
10101;XXXX;KKK;DFGN;XXX;XX
10102;XXXX;ÑÑÑ;SNBGS;XXX;XX
10103;XXXX;PPP;XXX;XXX;XX
10104;XXXX;QQQ;FADFBA;XXX;XX
10105;XXXX;XXX;FDSBSDF;XXX;XX
10106;XXXX;YYY;DFGN;XXX;XX
10108;XXXX;KKK;SNBGS;XXX;XX
10110;XXXX;ÑÑÑ;XXX;XXX;XX
10111;XXXX;PPP;FADFBA;XXX;XX
10112;XXXX;QQQ;FDSBSDF;XXX;XX
10115;XXXX;XXX;DFGN;XXX;XX
10116;XXXX;YYY;SNBGS;XXX;XX
10117;XXXX;KKK;XXX;XXX;XX
10118;XXXX;ÑÑÑ;FADFBA;XXX;XX
10119;XXXX;PPP;FDSBSDF;XXX;XX
10122;XXXX;QQQ;DFGN;XXX;XX
10123;XXXX;XXX;SNBGS;XXX;XX
10124;XXXX;YYY;XXX;XXX;XX
10125;XXXX;KKK;FADFBA;XXX;XX
10126;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10127;XXXX;PPP;DFGN;XXX;XX
10128;XXXX;QQQ;SNBGS;XXX;XX
10129;XXXX;XXX;XXX;XXX;XX
10130;XXXX;YYY;FADFBA;XXX;XX
10132;XXXX;KKK;FDSBSDF;XXX;XX
10133;XXXX;ÑÑÑ;DFGN;XXX;XX
10134;XXXX;PPP;SNBGS;XXX;XX
10135;XXXX;QQQ;XXX;XXX;XX
10136;XXXX;XXX;FADFBA;XXX;XX
10137;XXXX;YYY;FDSBSDF;XXX;XX
10138;XXXX;KKK;DFGN;XXX;XX
10139;XXXX;ÑÑÑ;SNBGS;XXX;XX
10140;XXXX;PPP;XXX;XXX;XX
10142;XXXX;QQQ;FADFBA;XXX;XX
10144;XXXX;XXX;FDSBSDF;XXX;XX
10145;XXXX;YYY;DFGN;XXX;XX
10146;XXXX;KKK;SNBGS;XXX;XX
10148;XXXX;ÑÑÑ;XXX;XXX;XX
10150;XXXX;PPP;FADFBA;XXX;XX
10151;XXXX;QQQ;FDSBSDF;XXX;XX
10152;XXXX;XXX;DFGN;XXX;XX
10153;XXXX;YYY;SNBGS;XXX;XX
10154;XXXX;KKK;XXX;XXX;XX
10155;XXXX;ÑÑÑ;FADFBA;XXX;XX
10156;XXXX;PPP;FDSBSDF;XXX;XX
10157;XXXX;QQQ;DFGN;XXX;XX
10158;XXXX;XXX;SNBGS;XXX;XX
10159;XXXX;YYY;XXX;XXX;XX
10160;XXXX;KKK;FADFBA;XXX;XX
10161;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10162;XXXX;PPP;DFGN;XXX;XX
10163;XXXX;QQQ;SNBGS;XXX;XX
10164;XXXX;XXX;XXX;XXX;XX
10165;XXXX;YYY;FADFBA;XXX;XX
10166;XXXX;KKK;FDSBSDF;XXX;XX
10167;XXXX;ÑÑÑ;DFGN;XXX;XX
10169;XXXX;PPP;SNBGS;XXX;XX
10171;XXXX;QQQ;XXX;XXX;XX
10172;XXXX;XXX;FADFBA;XXX;XX
10173;XXXX;YYY;FDSBSDF;XXX;XX
10174;XXXX;KKK;DFGN;XXX;XX
10175;XXXX;ÑÑÑ;SNBGS;XXX;XX
10176;XXXX;PPP;XXX;XXX;XX
10177;XXXX;QQQ;FADFBA;XXX;XX
10182;XXXX;XXX;FDSBSDF;XXX;XX
10183;XXXX;YYY;DFGN;XXX;XX
10184;XXXX;KKK;SNBGS;XXX;XX
10185;XXXX;ÑÑÑ;XXX;XXX;XX
10186;XXXX;PPP;FADFBA;XXX;XX
10187;XXXX;QQQ;FDSBSDF;XXX;XX
10188;XXXX;XXX;DFGN;XXX;XX
10189;XXXX;YYY;SNBGS;XXX;XX
10190;XXXX;KKK;XXX;XXX;XX
10193;XXXX;ÑÑÑ;FADFBA;XXX;XX
10194;XXXX;PPP;FDSBSDF;XXX;XX
10195;XXXX;QQQ;DFGN;XXX;XX
10196;XXXX;XXX;SNBGS;XXX;XX
10197;XXXX;YYY;XXX;XXX;XX
10198;XXXX;KKK;FADFBA;XXX;XX
10199;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10200;XXXX;PPP;DFGN;XXX;XX
10201;XXXX;QQQ;SNBGS;XXX;XX
10202;XXXX;XXX;XXX;XXX;XX
10203;XXXX;YYY;FADFBA;XXX;XX
10204;XXXX;KKK;FDSBSDF;XXX;XX
10205;XXXX;ÑÑÑ;DFGN;XXX;XX
10206;XXXX;PPP;SNBGS;XXX;XX
10207;XXXX;QQQ;XXX;XXX;XX
10208;XXXX;XXX;FADFBA;XXX;XX
10210;XXXX;YYY;FDSBSDF;XXX;XX
10211;XXXX;KKK;DFGN;XXX;XX
10212;XXXX;ÑÑÑ;SNBGS;XXX;XX
10213;XXXX;PPP;XXX;XXX;XX
10215;XXXX;QQQ;FADFBA;XXX;XX
10216;XXXX;XXX;FDSBSDF;XXX;XX
10217;XXXX;YYY;DFGN;XXX;XX
10218;XXXX;KKK;SNBGS;XXX;XX
10219;XXXX;ÑÑÑ;XXX;XXX;XX
10221;XXXX;PPP;FADFBA;XXX;XX
10225;XXXX;QQQ;FDSBSDF;XXX;XX
10226;XXXX;XXX;DFGN;XXX;XX
10227;XXXX;YYY;SNBGS;XXX;XX
10228;XXXX;KKK;XXX;XXX;XX
10230;XXXX;ÑÑÑ;FADFBA;XXX;XX
10231;XXXX;PPP;FDSBSDF;XXX;XX
10232;XXXX;QQQ;DFGN;XXX;XX
10234;XXXX;XXX;SNBGS;XXX;XX
10235;XXXX;YYY;XXX;XXX;XX
10236;XXXX;KKK;FADFBA;XXX;XX
10237;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10238;XXXX;PPP;DFGN;XXX;XX
10241;XXXX;QQQ;SNBGS;XXX;XX
10242;XXXX;XXX;XXX;XXX;XX
10243;XXXX;YYY;FADFBA;XXX;XX
10244;XXXX;KKK;FDSBSDF;XXX;XX
10246;XXXX;ÑÑÑ;DFGN;XXX;XX
10247;XXXX;PPP;SNBGS;XXX;XX
10248;XXXX;QQQ;XXX;XXX;XX
10249;XXXX;XXX;FADFBA;XXX;XX
10250;XXXX;YYY;FDSBSDF;XXX;XX
10251;XXXX;KKK;DFGN;XXX;XX
10252;XXXX;ÑÑÑ;SNBGS;XXX;XX
10253;XXXX;PPP;XXX;XXX;XX
10254;XXXX;QQQ;FADFBA;XXX;XX
10255;XXXX;XXX;FDSBSDF;XXX;XX
10256;XXXX;YYY;DFGN;XXX;XX
10257;XXXX;KKK;SNBGS;XXX;XX
10258;XXXX;ÑÑÑ;XXX;XXX;XX
10259;XXXX;PPP;FADFBA;XXX;XX
10260;XXXX;QQQ;FDSBSDF;XXX;XX
10261;XXXX;XXX;DFGN;XXX;XX
10262;XXXX;YYY;SNBGS;XXX;XX
10263;XXXX;KKK;XXX;XXX;XX
10265;XXXX;ÑÑÑ;FADFBA;XXX;XX
10266;XXXX;PPP;FDSBSDF;XXX;XX
10267;XXXX;QQQ;DFGN;XXX;XX
10270;XXXX;XXX;SNBGS;XXX;XX
10271;XXXX;YYY;XXX;XXX;XX
10273;XXXX;KKK;FADFBA;XXX;XX
10274;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10275;XXXX;PPP;DFGN;XXX;XX
10276;XXXX;QQQ;SNBGS;XXX;XX
10277;XXXX;XXX;XXX;XXX;XX
10278;XXXX;YYY;FADFBA;XXX;XX
10279;XXXX;KKK;FDSBSDF;XXX;XX
10281;XXXX;ÑÑÑ;DFGN;XXX;XX
10282;XXXX;PPP;SNBGS;XXX;XX
10283;XXXX;QQQ;XXX;XXX;XX
10284;XXXX;XXX;FADFBA;XXX;XX
10285;XXXX;YYY;FDSBSDF;XXX;XX
10286;XXXX;KKK;DFGN;XXX;XX
10287;XXXX;ÑÑÑ;SNBGS;XXX;XX
10288;XXXX;PPP;XXX;XXX;XX
10289;XXXX;QQQ;FADFBA;XXX;XX
10290;XXXX;XXX;FDSBSDF;XXX;XX
10291;XXXX;YYY;DFGN;XXX;XX
10292;XXXX;KKK;SNBGS;XXX;XX
10294;XXXX;ÑÑÑ;XXX;XXX;XX
10296;XXXX;PPP;FADFBA;XXX;XX
10297;XXXX;QQQ;FDSBSDF;XXX;XX
10299;XXXX;XXX;DFGN;XXX;XX
10301;XXXX;YYY;SNBGS;XXX;XX
10302;XXXX;KKK;XXX;XXX;XX
10304;XXXX;ÑÑÑ;FADFBA;XXX;XX
10305;XXXX;PPP;FDSBSDF;XXX;XX
10306;XXXX;QQQ;DFGN;XXX;XX
10307;XXXX;XXX;SNBGS;XXX;XX
10308;XXXX;YYY;XXX;XXX;XX
10309;XXXX;KKK;FADFBA;XXX;XX
10311;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10312;XXXX;PPP;DFGN;XXX;XX
10313;XXXX;QQQ;SNBGS;XXX;XX
10315;XXXX;XXX;XXX;XXX;XX
10316;XXXX;YYY;FADFBA;XXX;XX
10318;XXXX;KKK;FDSBSDF;XXX;XX
10319;XXXX;ÑÑÑ;DFGN;XXX;XX
10320;XXXX;PPP;SNBGS;XXX;XX
10321;XXXX;QQQ;XXX;XXX;XX
10322;XXXX;XXX;FADFBA;XXX;XX
10323;XXXX;YYY;FDSBSDF;XXX;XX
10324;XXXX;KKK;DFGN;XXX;XX
10325;XXXX;ÑÑÑ;SNBGS;XXX;XX
10326;XXXX;PPP;XXX;XXX;XX
10327;XXXX;QQQ;FADFBA;XXX;XX
10328;XXXX;XXX;FDSBSDF;XXX;XX
10330;XXXX;YYY;DFGN;XXX;XX
10331;XXXX;KKK;SNBGS;XXX;XX
10332;XXXX;ÑÑÑ;XXX;XXX;XX
10333;XXXX;PPP;FADFBA;XXX;XX
10334;XXXX;QQQ;FDSBSDF;XXX;XX
10335;XXXX;XXX;DFGN;XXX;XX
10337;XXXX;YYY;SNBGS;XXX;XX
10338;XXXX;KKK;XXX;XXX;XX
10339;XXXX;ÑÑÑ;FADFBA;XXX;XX
10340;XXXX;PPP;FDSBSDF;XXX;XX
10341;XXXX;QQQ;DFGN;XXX;XX
10342;XXXX;XXX;SNBGS;XXX;XX
10343;XXXX;YYY;XXX;XXX;XX
10344;XXXX;KKK;FADFBA;XXX;XX
10345;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10346;XXXX;PPP;DFGN;XXX;XX
10347;XXXX;QQQ;SNBGS;XXX;XX
10348;XXXX;XXX;XXX;XXX;XX
10349;XXXX;YYY;FADFBA;XXX;XX
10350;XXXX;KKK;FDSBSDF;XXX;XX
10352;XXXX;ÑÑÑ;DFGN;XXX;XX
10353;XXXX;PPP;SNBGS;XXX;XX
10356;XXXX;QQQ;XXX;XXX;XX
10358;XXXX;XXX;FADFBA;XXX;XX
10359;XXXX;YYY;FDSBSDF;XXX;XX
10361;XXXX;KKK;DFGN;XXX;XX
10365;XXXX;ÑÑÑ;SNBGS;XXX;XX
10366;XXXX;PPP;XXX;XXX;XX
10367;XXXX;QQQ;FADFBA;XXX;XX
10368;XXXX;XXX;FDSBSDF;XXX;XX
10369;XXXX;YYY;DFGN;XXX;XX
10370;XXXX;KKK;SNBGS;XXX;XX
10371;XXXX;ÑÑÑ;XXX;XXX;XX
10372;XXXX;PPP;FADFBA;XXX;XX
10373;XXXX;QQQ;FDSBSDF;XXX;XX
10374;XXXX;XXX;DFGN;XXX;XX
10375;XXXX;YYY;SNBGS;XXX;XX
10376;XXXX;KKK;XXX;XXX;XX
10377;XXXX;ÑÑÑ;FADFBA;XXX;XX
10378;XXXX;PPP;FDSBSDF;XXX;XX
10379;XXXX;QQQ;DFGN;XXX;XX
10380;XXXX;XXX;SNBGS;XXX;XX
10381;XXXX;YYY;XXX;XXX;XX
10382;XXXX;KKK;FADFBA;XXX;XX
10383;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10384;XXXX;PPP;DFGN;XXX;XX
10385;XXXX;QQQ;SNBGS;XXX;XX
10386;XXXX;XXX;XXX;XXX;XX
10389;XXXX;YYY;FADFBA;XXX;XX
10390;XXXX;KKK;FDSBSDF;XXX;XX
10391;XXXX;ÑÑÑ;DFGN;XXX;XX
10392;XXXX;PPP;SNBGS;XXX;XX
10393;XXXX;QQQ;XXX;XXX;XX
10394;XXXX;XXX;FADFBA;XXX;XX
10396;XXXX;YYY;FDSBSDF;XXX;XX
10397;XXXX;KKK;DFGN;XXX;XX
10398;XXXX;ÑÑÑ;SNBGS;XXX;XX
10399;XXXX;PPP;XXX;XXX;XX
10401;XXXX;QQQ;FADFBA;XXX;XX
10402;XXXX;XXX;FDSBSDF;XXX;XX
10403;XXXX;YYY;DFGN;XXX;XX
10404;XXXX;KKK;SNBGS;XXX;XX
10405;XXXX;ÑÑÑ;XXX;XXX;XX
10406;XXXX;PPP;FADFBA;XXX;XX
10407;XXXX;QQQ;FDSBSDF;XXX;XX
10408;XXXX;XXX;DFGN;XXX;XX
10411;XXXX;YYY;SNBGS;XXX;XX
10412;XXXX;KKK;XXX;XXX;XX
10413;XXXX;ÑÑÑ;FADFBA;XXX;XX
10414;XXXX;PPP;FDSBSDF;XXX;XX
10416;XXXX;QQQ;DFGN;XXX;XX
10417;XXXX;XXX;SNBGS;XXX;XX
10418;XXXX;YYY;XXX;XXX;XX
10419;XXXX;KKK;FADFBA;XXX;XX
10420;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
10421;XXXX;PPP;DFGN;XXX;XX
10422;XXXX;QQQ;SNBGS;XXX;XX
10423;XXXX;XXX;XXX;XXX;XX
10424;XXXX;YYY;FADFBA;XXX;XX
10425;XXXX;KKK;FDSBSDF;XXX;XX
10426;XXXX;ÑÑÑ;DFGN;XXX;XX
10427;XXXX;PPP;SNBGS;XXX;XX
10428;XXXX;QQQ;XXX;XXX;XX
10430;XXXX;XXX;FADFBA;XXX;XX
10431;XXXX;YYY;FDSBSDF;XXX;XX
10432;XXXX;KKK;DFGN;XXX;XX
10433;XXXX;ÑÑÑ;SNBGS;XXX;XX
10434;XXXX;PPP;XXX;XXX;XX
10435;XXXX;QQQ;FADFBA;XXX;XX
10436;XXXX;XXX;FDSBSDF;XXX;XX
